549	20	20	0
550	20	20	0
551	18	18	0
552	18	18	0
553	18	18	0
554	17	16	1
555	17	16	1
556	15	14	1
557	13	12	1
558	11	11	0
559	11	11	0
560	11	11	0
561	11	11	0
562	11	11	0
563	11	11	0
564	13	12	1
565	15	14	1
566	15	14	1
567	17	16	1
568	18	18	0
569	18	18	0
570	18	18	0
571	18	18	0
572	18	18	0
573	17	16	1
574	15	14	1
575	15	14	1
576	15	14	1
577	17	16	1
578	18	18	0
579	22	22	0
580	28	27	1
581	31	31	0
582	35	35	0
583	37	36	1
584	37	36	1
585	37	36	1
586	37	36	1
587	37	36	1
588	39	38	1
589	39	38	1
590	39	38	1
591	39	38	1
592	37	36	1
593	39	38	1
594	37	36	1
595	35	35	0
596	31	31	0
597	26	25	1
598	20	20	0
599	18	18	0
600	17	16	1
601	17	16	1
602	17	16	1
603	20	20	0
604	22	22	0
605	26	25	1
606	33	33	0
607	39	38	1
608	39	38	1
609	41	40	1
610	41	40	1
611	41	40	1
612	41	40	1
613	41	40	1
614	39	38	1
615	39	38	1
616	39	38	1
617	39	38	1
618	41	40	1
619	43	42	1
620	44	44	0
621	44	44	0
622	44	44	0
623	44	44	0
624	43	42	1
625	41	40	1
626	37	36	1
627	37	36	1
628	37	36	1
629	37	36	1
630	35	35	0
631	31	31	0
632	28	27	1
633	22	22	0
634	18	18	0
635	15	14	1
636	13	12	1
637	11	11	0
638	11	11	0
639	11	11	0
640	63	62	1
641	61	60	1
642	57	57	0
643	57	57	0
644	65	64	1
645	79	79	0
646	92	92	0
647	100	99	1
648	98	97	1
649	89	88	1
650	76	75	1
651	61	60	1
652	55	55	0
653	52	51	1
654	54	53	1
655	57	57	0
656	57	57	0
657	55	55	0
658	54	53	1
659	50	49	1
660	50	49	1
661	50	49	1
662	50	49	1
663	50	49	1
664	48	48	0
665	44	44	0
666	41	40	1
667	35	35	0
668	31	31	0
669	30	29	1
670	33	33	0
671	39	38	1
672	44	44	0
673	46	46	0
674	44	44	0
675	41	40	1
676	37	36	1
677	37	36	1
678	43	42	1
679	48	48	0
680	52	51	1
681	54	53	1
682	52	51	1
683	50	49	1
684	48	48	0
685	50	49	1
686	54	53	1
687	55	55	0
688	55	55	0
689	54	53	1
690	55	55	0
691	59	59	0
692	68	68	0
693	78	77	1
694	81	81	0
695	79	79	0
696	76	75	1
697	70	70	0
698	65	64	1
699	54	53	1
700	44	44	0
701	41	40	1
702	44	44	0
703	46	46	0
704	43	42	1
705	39	38	1
706	37	36	1
707	35	35	0
708	37	36	1
709	41	40	1
710	43	42	1
711	41	40	1
712	37	36	1
713	37	36	1
714	37	36	1
715	35	35	0
716	35	35	0
717	35	35	0
718	35	35	0
719	37	36	1
720	41	40	1
721	44	44	0
722	46	46	0
723	48	48	0
724	46	46	0
725	46	46	0
726	44	44	0
727	46	46	0
728	50	49	1
729	52	51	1
730	50	49	1
731	48	48	0
732	43	42	1
733	37	36	1
734	37	36	1
735	39	38	1
736	48	48	0
737	57	57	0
738	72	72	0
739	85	85	0
740	96	96	0
741	103	103	0
742	103	103	0
743	96	96	0
744	87	86	1
745	76	75	1
746	65	64	1
747	54	53	1
748	46	46	0
749	39	38	1
750	33	33	0
751	31	31	0
752	30	29	1
753	28	27	1
754	22	22	0
755	20	20	0
756	17	16	1
757	17	16	1
758	17	16	1
759	17	16	1
760	15	14	1
761	13	12	1
762	13	12	1
763	13	12	1
764	15	14	1
765	15	14	1
766	15	14	1
767	17	16	1
768	18	18	0
769	18	18	0
770	20	20	0
771	22	22	0
772	22	22	0
773	18	18	0
774	17	16	1
775	18	18	0
776	22	22	0
777	30	29	1
778	33	33	0
779	35	35	0
780	33	33	0
781	31	31	0
782	28	27	1
783	30	29	1
784	39	38	1
785	57	57	0
786	78	77	1
787	92	92	0
788	100	99	1
789	98	97	1
790	87	86	1
791	70	70	0
792	50	49	1
793	35	35	0
794	28	27	1
795	30	29	1
796	35	35	0
797	37	36	1
798	35	35	0
799	33	33	0
800	30	29	1
801	28	27	1
802	24	24	0
803	24	24	0
804	24	24	0
805	24	24	0
806	24	24	0
807	24	24	0
808	24	24	0
809	24	24	0
810	24	24	0
811	26	25	1
812	28	27	1
813	28	27	1
814	26	25	1
815	26	25	1
816	28	27	1
817	30	29	1
818	33	33	0
819	33	33	0
820	31	31	0
821	28	27	1
822	20	20	0
823	18	18	0
824	18	18	0
825	22	22	0
826	26	25	1
827	30	29	1
828	35	35	0
829	37	36	1
830	35	35	0
831	30	29	1
832	24	24	0
833	22	22	0
834	18	18	0
835	17	16	1
836	13	12	1
837	11	11	0
838	11	11	0
839	13	12	1
840	15	14	1
841	18	18	0
842	24	24	0
843	26	25	1
844	30	29	1
845	33	33	0
846	35	35	0
847	39	38	1
848	41	40	1
849	37	36	1
850	31	31	0
851	26	25	1
852	24	24	0
853	24	24	0
854	22	22	0
855	20	20	0
856	18	18	0
857	18	18	0
858	18	18	0
859	18	18	0
860	20	20	0
861	20	20	0
862	20	20	0
863	20	20	0
864	20	20	0
865	20	20	0
866	20	20	0
867	20	20	0
868	20	20	0
869	20	20	0
870	20	20	0
871	20	20	0
872	18	18	0
873	18	18	0
874	17	16	1
875	17	16	1
876	15	14	1
877	13	12	1
878	11	11	0
879	11	11	0
880	11	11	0
881	11	11	0
882	11	11	0
883	13	12	1
884	15	14	1
885	15	14	1
886	17	16	1
887	17	16	1
888	18	18	0
889	18	18	0
890	18	18	0
891	18	18	0
892	18	18	0
893	17	16	1
894	17	16	1
895	17	16	1
896	17	16	1
897	17	16	1
898	22	22	0
899	26	25	1
900	30	29	1
901	33	33	0
902	35	35	0
903	37	36	1
904	37	36	1
905	37	36	1
906	37	36	1
907	37	36	1
908	39	38	1
909	39	38	1
910	39	38	1
911	39	38	1
912	39	38	1
913	39	38	1
914	37	36	1
915	35	35	0
916	31	31	0
917	28	27	1
918	22	22	0
919	18	18	0
920	17	16	1
921	17	16	1
922	17	16	1
923	20	20	0
924	22	22	0
925	26	25	1
926	33	33	0
927	39	38	1
928	41	40	1
929	41	40	1
930	41	40	1
931	43	42	1
932	43	42	1
933	43	42	1
934	41	40	1
935	41	40	1
936	39	38	1
937	39	38	1
938	41	40	1
939	43	42	1
940	43	42	1
941	43	42	1
942	43	42	1
943	43	42	1
944	43	42	1
945	41	40	1
946	37	36	1
947	37	36	1
948	39	38	1
949	39	38	1
950	37	36	1
951	33	33	0
952	30	29	1
953	24	24	0
954	18	18	0
955	15	14	1
956	13	12	1
957	11	11	0
958	11	11	0
959	11	11	0
960	61	60	1
961	59	59	0
962	55	55	0
963	52	51	1
964	52	51	1
965	55	55	0
966	61	60	1
967	65	64	1
968	65	64	1
969	61	60	1
970	54	53	1
971	50	49	1
972	48	48	0
973	48	48	0
974	50	49	1
975	52	51	1
976	54	53	1
977	52	51	1
978	50	49	1
979	46	46	0
980	44	44	0
981	44	44	0
982	48	48	0
983	50	49	1
984	50	49	1
985	46	46	0
986	43	42	1
987	37	36	1
988	33	33	0
989	30	29	1
990	30	29	1
991	31	31	0
992	33	33	0
993	37	36	1
994	41	40	1
995	41	40	1
996	41	40	1
997	41	40	1
998	43	42	1
999	44	44	0
1000	48	48	0
1001	50	49	1
1002	50	49	1
1003	48	48	0
1004	48	48	0
1005	52	51	1
1006	54	53	1
1007	54	53	1
1008	54	53	1
1009	50	49	1
1010	46	46	0
1011	44	44	0
1012	50	49	1
1013	54	53	1
1014	54	53	1
1015	54	53	1
1016	52	51	1
1017	48	48	0
1018	46	46	0
1019	41	40	1
1020	39	38	1
1021	39	38	1
1022	43	42	1
1023	43	42	1
1024	39	38	1
1025	35	35	0
1026	33	33	0
1027	33	33	0
1028	37	36	1
1029	39	38	1
1030	41	40	1
1031	39	38	1
1032	35	35	0
1033	31	31	0
1034	31	31	0
1035	31	31	0
1036	31	31	0
1037	31	31	0
1038	31	31	0
1039	33	33	0
1040	37	36	1
1041	39	38	1
1042	41	40	1
1043	43	42	1
1044	41	40	1
1045	39	38	1
1046	37	36	1
1047	37	36	1
1048	41	40	1
1049	41	40	1
1050	43	42	1
1051	44	44	0
1052	41	40	1
1053	35	35	0
1054	31	31	0
1055	30	29	1
1056	33	33	0
1057	43	42	1
1058	50	49	1
1059	55	55	0
1060	63	62	1
1061	65	64	1
1062	63	62	1
1063	59	59	0
1064	54	53	1
1065	46	46	0
1066	41	40	1
1067	37	36	1
1068	31	31	0
1069	28	27	1
1070	24	24	0
1071	24	24	0
1072	22	22	0
1073	20	20	0
1074	18	18	0
1075	18	18	0
1076	18	18	0
1077	17	16	1
1078	17	16	1
1079	17	16	1
1080	15	14	1
1081	13	12	1
1082	13	12	1
1083	13	12	1
1084	15	14	1
1085	15	14	1
1086	15	14	1
1087	17	16	1
1088	18	18	0
1089	18	18	0
1090	20	20	0
1091	22	22	0
1092	22	22	0
1093	22	22	0
1094	20	20	0
1095	20	20	0
1096	22	22	0
1097	24	24	0
1098	30	29	1
1099	33	33	0
1100	33	33	0
1101	31	31	0
1102	28	27	1
1103	26	25	1
1104	28	27	1
1105	37	36	1
1106	50	49	1
1107	61	60	1
1108	70	70	0
1109	72	72	0
1110	72	72	0
1111	65	64	1
1112	50	49	1
1113	37	36	1
1114	30	29	1
1115	30	29	1
1116	31	31	0
1117	31	31	0
1118	30	29	1
1119	28	27	1
1120	28	27	1
1121	26	25	1
1122	24	24	0
1123	24	24	0
1124	24	24	0
1125	26	25	1
1126	26	25	1
1127	26	25	1
1128	24	24	0
1129	22	22	0
1130	22	22	0
1131	22	22	0
1132	22	22	0
1133	22	22	0
1134	20	20	0
1135	20	20	0
1136	22	22	0
1137	26	25	1
1138	30	29	1
1139	33	33	0
1140	33	33	0
1141	30	29	1
1142	26	25	1
1143	24	24	0
1144	24	24	0
1145	24	24	0
1146	28	27	1
1147	30	29	1
1148	31	31	0
1149	31	31	0
1150	31	31	0
1151	30	29	1
1152	28	27	1
1153	26	25	1
1154	24	24	0
1155	22	22	0
1156	18	18	0
1157	17	16	1
1158	15	14	1
1159	17	16	1
1160	18	18	0
1161	20	20	0
1162	22	22	0
1163	24	24	0
1164	24	24	0
1165	24	24	0
1166	24	24	0
1167	24	24	0
1168	26	25	1
1169	24	24	0
1170	22	22	0
1171	22	22	0
1172	22	22	0
1173	22	22	0
1174	22	22	0
1175	20	20	0
1176	20	20	0
1177	18	18	0
1178	18	18	0
1179	18	18	0
1180	18	18	0
1181	18	18	0
1182	18	18	0
1183	18	18	0
1184	18	18	0
1185	18	18	0
1186	18	18	0
1187	18	18	0
1188	18	18	0
1189	20	20	0
1190	20	20	0
1191	20	20	0
1192	18	18	0
1193	18	18	0
1194	17	16	1
1195	17	16	1
1196	15	14	1
1197	13	12	1
1198	11	11	0
1199	11	11	0
1200	11	11	0
1201	11	11	0
1202	11	11	0
1203	13	12	1
1204	15	14	1
1205	15	14	1
1206	17	16	1
1207	17	16	1
1208	18	18	0
1209	18	18	0
1210	18	18	0
1211	18	18	0
1212	18	18	0
1213	17	16	1
1214	17	16	1
1215	17	16	1
1216	18	18	0
1217	20	20	0
1218	24	24	0
1219	28	27	1
1220	31	31	0
1221	35	35	0
1222	37	36	1
1223	39	38	1
1224	39	38	1
1225	39	38	1
1226	39	38	1
1227	39	38	1
1228	41	40	1
1229	41	40	1
1230	41	40	1
1231	41	40	1
1232	41	40	1
1233	39	38	1
1234	37	36	1
1235	35	35	0
1236	31	31	0
1237	28	27	1
1238	22	22	0
1239	18	18	0
1240	17	16	1
1241	17	16	1
1242	18	18	0
1243	18	18	0
1244	20	20	0
1245	24	24	0
1246	31	31	0
1247	37	36	1
1248	41	40	1
1249	43	42	1
1250	43	42	1
1251	44	44	0
1252	44	44	0
1253	43	42	1
1254	41	40	1
1255	41	40	1
1256	39	38	1
1257	39	38	1
1258	39	38	1
1259	41	40	1
1260	43	42	1
1261	43	42	1
1262	43	42	1
1263	41	40	1
1264	41	40	1
1265	41	40	1
1266	41	40	1
1267	41	40	1
1268	43	42	1
1269	43	42	1
1270	41	40	1
1271	37	36	1
1272	33	33	0
1273	28	27	1
1274	22	22	0
1275	17	16	1
1276	15	14	1
1277	13	12	1
1278	13	12	1
1279	13	12	1
1280	57	57	0
1281	57	57	0
1282	55	55	0
1283	55	55	0
1284	54	53	1
1285	55	55	0
1286	55	55	0
1287	55	55	0
1288	55	55	0
1289	54	53	1
1290	52	51	1
1291	52	51	1
1292	50	49	1
1293	50	49	1
1294	50	49	1
1295	50	49	1
1296	50	49	1
1297	48	48	0
1298	48	48	0
1299	44	44	0
1300	44	44	0
1301	43	42	1
1302	46	46	0
1303	48	48	0
1304	48	48	0
1305	48	48	0
1306	43	42	1
1307	39	38	1
1308	37	36	1
1309	33	33	0
1310	30	29	1
1311	24	24	0
1312	22	22	0
1313	22	22	0
1314	30	29	1
1315	35	35	0
1316	43	42	1
1317	44	44	0
1318	43	42	1
1319	43	42	1
1320	46	46	0
1321	48	48	0
1322	48	48	0
1323	48	48	0
1324	48	48	0
1325	52	51	1
1326	54	53	1
1327	54	53	1
1328	52	51	1
1329	50	49	1
1330	46	46	0
1331	43	42	1
1332	44	44	0
1333	46	46	0
1334	44	44	0
1335	46	46	0
1336	43	42	1
1337	39	38	1
1338	35	35	0
1339	35	35	0
1340	39	38	1
1341	41	40	1
1342	43	42	1
1343	43	42	1
1344	39	38	1
1345	35	35	0
1346	35	35	0
1347	37	36	1
1348	39	38	1
1349	39	38	1
1350	39	38	1
1351	37	36	1
1352	31	31	0
1353	30	29	1
1354	28	27	1
1355	30	29	1
1356	28	27	1
1357	28	27	1
1358	30	29	1
1359	31	31	0
1360	35	35	0
1361	37	36	1
1362	39	38	1
1363	41	40	1
1364	43	42	1
1365	41	40	1
1366	37	36	1
1367	35	35	0
1368	35	35	0
1369	39	38	1
1370	43	42	1
1371	46	46	0
1372	46	46	0
1373	44	44	0
1374	39	38	1
1375	35	35	0
1376	35	35	0
1377	37	36	1
1378	41	40	1
1379	43	42	1
1380	43	42	1
1381	43	42	1
1382	39	38	1
1383	37	36	1
1384	33	33	0
1385	30	29	1
1386	30	29	1
1387	28	27	1
1388	28	27	1
1389	28	27	1
1390	26	25	1
1391	26	25	1
1392	22	22	0
1393	22	22	0
1394	20	20	0
1395	18	18	0
1396	17	16	1
1397	17	16	1
1398	17	16	1
1399	17	16	1
1400	17	16	1
1401	15	14	1
1402	15	14	1
1403	15	14	1
1404	15	14	1
1405	17	16	1
1406	17	16	1
1407	18	18	0
1408	18	18	0
1409	18	18	0
1410	20	20	0
1411	22	22	0
1412	22	22	0
1413	22	22	0
1414	22	22	0
1415	22	22	0
1416	20	20	0
1417	20	20	0
1418	26	25	1
1419	30	29	1
1420	31	31	0
1421	31	31	0
1422	30	29	1
1423	26	25	1
1424	26	25	1
1425	28	27	1
1426	35	35	0
1427	41	40	1
1428	46	46	0
1429	50	49	1
1430	52	51	1
1431	48	48	0
1432	41	40	1
1433	33	33	0
1434	28	27	1
1435	28	27	1
1436	28	27	1
1437	28	27	1
1438	26	25	1
1439	26	25	1
1440	26	25	1
1441	24	24	0
1442	26	25	1
1443	26	25	1
1444	26	25	1
1445	26	25	1
1446	26	25	1
1447	26	25	1
1448	26	25	1
1449	24	24	0
1450	22	22	0
1451	22	22	0
1452	20	20	0
1453	20	20	0
1454	18	18	0
1455	17	16	1
1456	17	16	1
1457	18	18	0
1458	24	24	0
1459	28	27	1
1460	31	31	0
1461	31	31	0
1462	31	31	0
1463	30	29	1
1464	28	27	1
1465	28	27	1
1466	31	31	0
1467	31	31	0
1468	30	29	1
1469	28	27	1
1470	28	27	1
1471	30	29	1
1472	31	31	0
1473	30	29	1
1474	28	27	1
1475	26	25	1
1476	22	22	0
1477	22	22	0
1478	20	20	0
1479	22	22	0
1480	22	22	0
1481	22	22	0
1482	24	24	0
1483	24	24	0
1484	24	24	0
1485	22	22	0
1486	22	22	0
1487	20	20	0
1488	18	18	0
1489	18	18	0
1490	20	20	0
1491	22	22	0
1492	22	22	0
1493	22	22	0
1494	22	22	0
1495	22	22	0
1496	22	22	0
1497	22	22	0
1498	20	20	0
1499	20	20	0
1500	18	18	0
1501	18	18	0
1502	17	16	1
1503	17	16	1
1504	17	16	1
1505	17	16	1
1506	17	16	1
1507	17	16	1
1508	18	18	0
1509	20	20	0
1510	18	18	0
1511	18	18	0
1512	18	18	0
1513	18	18	0
1514	17	16	1
1515	17	16	1
1516	15	14	1
1517	13	12	1
1518	11	11	0
1519	11	11	0
1520	11	11	0
1521	13	12	1
1522	13	12	1
1523	13	12	1
1524	15	14	1
1525	15	14	1
1526	17	16	1
1527	17	16	1
1528	17	16	1
1529	17	16	1
1530	17	16	1
1531	18	18	0
1532	18	18	0
1533	17	16	1
1534	17	16	1
1535	17	16	1
1536	18	18	0
1537	20	20	0
1538	24	24	0
1539	28	27	1
1540	31	31	0
1541	35	35	0
1542	39	38	1
1543	41	40	1
1544	41	40	1
1545	41	40	1
1546	41	40	1
1547	41	40	1
1548	41	40	1
1549	41	40	1
1550	41	40	1
1551	41	40	1
1552	41	40	1
1553	41	40	1
1554	39	38	1
1555	37	36	1
1556	31	31	0
1557	28	27	1
1558	22	22	0
1559	18	18	0
1560	17	16	1
1561	17	16	1
1562	18	18	0
1563	18	18	0
1564	20	20	0
1565	24	24	0
1566	31	31	0
1567	37	36	1
1568	41	40	1
1569	43	42	1
1570	43	42	1
1571	44	44	0
1572	44	44	0
1573	43	42	1
1574	41	40	1
1575	41	40	1
1576	41	40	1
1577	41	40	1
1578	41	40	1
1579	41	40	1
1580	43	42	1
1581	43	42	1
1582	43	42	1
1583	41	40	1
1584	41	40	1
1585	43	42	1
1586	43	42	1
1587	43	42	1
1588	44	44	0
1589	44	44	0
1590	43	42	1
1591	39	38	1
1592	35	35	0
1593	30	29	1
1594	24	24	0
1595	18	18	0
1596	17	16	1
1597	15	14	1
1598	15	14	1
1599	15	14	1
1600	54	53	1
1601	55	55	0
1602	57	57	0
1603	61	60	1
1604	63	62	1
1605	61	60	1
1606	61	60	1
1607	57	57	0
1608	55	55	0
1609	54	53	1
1610	54	53	1
1611	54	53	1
1612	52	51	1
1613	52	51	1
1614	48	48	0
1615	46	46	0
1616	44	44	0
1617	44	44	0
1618	46	46	0
1619	48	48	0
1620	48	48	0
1621	46	46	0
1622	44	44	0
1623	46	46	0
1624	44	44	0
1625	44	44	0
1626	39	38	1
1627	39	38	1
1628	41	40	1
1629	43	42	1
1630	37	36	1
1631	28	27	1
1632	24	24	0
1633	22	22	0
1634	30	29	1
1635	33	33	0
1636	41	40	1
1637	44	44	0
1638	46	46	0
1639	46	46	0
1640	48	48	0
1641	48	48	0
1642	48	48	0
1643	48	48	0
1644	48	48	0
1645	48	48	0
1646	50	49	1
1647	52	51	1
1648	50	49	1
1649	50	49	1
1650	50	49	1
1651	48	48	0
1652	48	48	0
1653	46	46	0
1654	46	46	0
1655	46	46	0
1656	43	42	1
1657	35	35	0
1658	31	31	0
1659	35	35	0
1660	39	38	1
1661	43	42	1
1662	41	40	1
1663	41	40	1
1664	39	38	1
1665	37	36	1
